id,sales
100000,2.477034807
100001,2.477034807
100002,2.477034807
100003,2.477034807
100004,2.477034807
100005,2.477034807
100006,2.477034807
100007,2.477034807
100008,2.477034807
100009,2.477034807
100010,2.477034807
100011,2.477034807
100012,2.477034807
100013,2.477034807
100014,2.477034807
100015,2.477034807
100016,2.477034807
100017,2.477034807
100018,2.477034807
100019,2.477034807
100020,2.477034807
100021,2.477034807
100022,2.477034807
100023,2.477034807
100024,2.477034807
100025,2.477034807
100026,2.477034807
100027,2.477034807
100028,2.477034807
100029,2.477034807
100030,2.477034807
100031,2.477034807
100032,2.477034807
100033,2.477034807
100034,2.477034807
100035,2.477034807
100036,2.477034807
100037,2.477034807
100038,2.477034807
100039,2.477034807
100040,2.477034807
100041,2.477034807
100042,2.477034807
100043,2.477034807
100044,2.477034807
100045,2.477034807
100046,2.477034807
100047,2.477034807
100048,2.477034807
100049,2.477034807
100050,2.477034807
100051,2.477034807
100052,2.477034807
100053,2.477034807
100054,2.477034807
100055,2.477034807
100056,2.477034807
100057,2.477034807
100058,2.477034807
100059,2.477034807
100060,2.478939349
100061,2.478939349
100062,2.478939349
100063,2.478939349
100064,2.478939349
100065,2.478939349
100066,2.478939349
100067,2.478939349
100068,2.478939349
100069,2.478939349
100070,2.478939349
100071,2.478939349
100072,2.478939349
100073,2.478939349
100074,2.478939349
100075,2.478939349
100076,2.478939349
100077,2.478939349
100078,2.478939349
100079,2.478939349
100080,2.478939349
100081,2.478939349
100082,2.478939349
100083,2.478939349
100084,2.478939349
100085,2.478939349
100086,2.478939349
100087,2.478939349
100088,2.478939349
100089,2.478939349
100090,2.478939349
100091,2.478939349
100092,2.478939349
100093,2.478939349
100094,2.478939349
100095,2.478939349
100096,2.478939349
100097,2.478939349
100098,2.478939349
100099,2.478939349
100100,2.478939349
100101,2.478939349
100102,2.478939349
100103,2.478939349
100104,2.478939349
100105,2.478939349
100106,2.478939349
100107,2.478939349
100108,2.478939349
100109,2.478939349
100110,2.478939349
100111,2.478939349
100112,2.478939349
100113,2.478939349
100114,2.478939349
100115,2.478939349
100116,2.478939349
100117,2.478939349
100118,2.478939349
100119,2.478939349
100120,2.478939349
100121,2.478939349
100122,2.478939349
100123,2.478939349
100124,2.478939349
100125,2.478939349
100126,2.478939349
100127,2.478939349
100128,2.478939349
100129,2.478939349
100130,2.478939349
100131,2.478939349
100132,2.478939349
100133,2.478939349
100134,2.478939349
100135,2.478939349
100136,2.478939349
100137,2.478939349
100138,2.478939349
100139,2.478939349
100140,2.478939349
100141,2.478939349
100142,2.478939349
100143,2.478939349
100144,2.478939349
100145,2.478939349
100146,2.478939349
100147,2.478939349
100148,2.478939349
100149,2.478939349
100150,2.478939349
100151,2.478939349
100152,2.478939349
100153,2.478939349
100154,2.478939349
100155,2.478939349
100156,2.478939349
100157,2.478939349
100158,2.478939349
100159,2.478939349
100160,2.478939349
100161,2.478939349
100162,2.478939349
100163,2.478939349
100164,2.478939349
100165,2.478939349
100166,2.478939349
100167,2.478939349
100168,2.478939349
100169,2.478939349
100170,2.478939349
100171,2.478939349
100172,2.478939349
100173,2.478939349
100174,2.478939349
100175,2.478939349
100176,2.478939349
100177,2.478939349
100178,2.478939349
100179,2.478939349
100180,2.478939349
100181,2.478939349
100182,2.478939349
100183,2.478939349
100184,2.478939349
100185,2.478939349
100186,2.478939349
100187,2.478939349
100188,2.478939349
100189,2.478939349
100190,2.478939349
100191,2.478939349
100192,2.478939349
100193,2.478939349
100194,2.478939349
100195,2.478939349
100196,2.478939349
100197,2.478939349
100198,2.478939349
100199,2.478939349
100200,2.478939349
100201,2.478939349
100202,2.478939349
100203,2.478939349
100204,2.478939349
100205,2.478939349
100206,2.478939349
100207,2.478939349
100208,2.478939349
100209,2.478939349
100210,2.478939349
100211,2.478939349
100212,2.478939349
100213,2.478939349
100214,2.478939349
100215,2.478939349
100216,2.478939349
100217,2.478939349
100218,2.478939349
100219,2.478939349
100220,2.478939349
100221,2.478939349
100222,2.478939349
100223,2.478939349
100224,2.478939349
100225,2.478939349
100226,2.478939349
100227,2.478939349
100228,2.478939349
100229,2.478939349
100230,2.478939349
100231,2.478939349
100232,2.478939349
100233,2.478939349
100234,2.478939349
100235,2.478939349
100236,2.478939349
100237,2.478939349
100238,2.478939349
100239,2.478939349
100240,2.478939349
100241,2.478939349
100242,2.478939349
100243,2.478939349
100244,2.478939349
100245,2.478939349
100246,2.478939349
100247,2.478939349
100248,2.478939349
100249,2.478939349
100250,2.478939349
100251,2.478939349
100252,2.478939349
100253,2.478939349
100254,2.478939349
100255,2.478939349
100256,2.478939349
100257,2.478939349
100258,2.478939349
100259,2.478939349
100260,2.478939349
100261,2.478939349
100262,2.478939349
100263,2.478939349
100264,2.478939349
100265,2.478939349
100266,2.478939349
100267,2.478939349
100268,2.478939349
100269,2.478939349
100270,2.478939349
100271,2.478939349
100272,2.478939349
100273,2.478939349
100274,2.478939349
100275,2.478939349
100276,2.478939349
100277,2.478939349
100278,2.478939349
100279,2.478939349
100280,2.478939349
100281,2.478939349
100282,2.478939349
100283,2.478939349
100284,2.478939349
100285,2.478939349
100286,2.478939349
100287,2.478939349
100288,2.478939349
100289,2.478939349
100290,2.478939349
100291,2.478939349
100292,2.478939349
100293,2.478939349
100294,2.478939349
100295,2.478939349
100296,2.478939349
100297,2.478939349
100298,2.478939349
100299,2.478939349
100300,2.478939349
100301,2.478939349
100302,2.478939349
100303,2.478939349
100304,2.478939349
100305,2.478939349
100306,2.478939349
100307,2.478939349
100308,2.478939349
100309,2.478939349
100310,2.478939349
100311,2.478939349
100312,2.478939349
100313,2.478939349
100314,2.478939349
100315,2.478939349
100316,2.478939349
100317,2.478939349
100318,2.478939349
100319,2.478939349
100320,2.478939349
100321,2.478939349
100322,2.478939349
100323,2.478939349
100324,2.478939349
100325,2.478939349
100326,2.478939349
100327,2.478939349
100328,2.478939349
100329,2.478939349
100330,2.478939349
100331,2.478939349
100332,2.478939349
100333,2.478939349
100334,2.478939349
100335,2.478939349
100336,2.478939349
100337,2.478939349
100338,2.478939349
100339,2.478939349
100340,2.478939349
100341,2.478939349
100342,2.478939349
100343,2.478939349
100344,2.478939349
100345,2.478939349
100346,2.478939349
100347,2.478939349
100348,2.478939349
100349,2.478939349
100350,2.478939349
100351,2.478939349
100352,2.478939349
100353,2.478939349
100354,2.478939349
100355,2.478939349
100356,2.478939349
100357,2.478939349
100358,2.478939349
100359,2.478939349
100360,2.478939349
100361,2.478939349
100362,2.478939349
100363,2.478939349
100364,2.478939349
100365,2.478939349
100366,2.478939349
100367,2.478939349
100368,2.478939349
100369,2.478939349
100370,2.478939349
100371,2.478939349
100372,2.478939349
100373,2.478939349
100374,2.478939349
100375,2.478939349
100376,2.478939349
100377,2.478939349
100378,2.478939349
100379,2.478939349
100380,2.478939349
100381,2.478939349
100382,2.478939349
100383,2.478939349
100384,2.478939349
100385,2.478939349
100386,2.478939349
100387,2.478939349
100388,2.478939349
100389,2.478939349
100390,2.478939349
100391,2.478939349
100392,2.478939349
100393,2.478939349
100394,2.478939349
100395,2.478939349
100396,2.478939349
100397,2.478939349
100398,2.478939349
100399,2.478939349
100400,2.478939349
100401,2.478939349
100402,2.478939349
100403,2.478939349
100404,2.478939349
100405,2.478939349
100406,2.478939349
100407,2.478939349
100408,2.478939349
100409,2.478939349
100410,2.478939349
100411,2.478939349
100412,2.478939349
100413,2.478939349
100414,2.478939349
100415,2.478939349
100416,2.478939349
100417,2.478939349
100418,2.478939349
100419,2.478939349
100420,2.478939349
100421,2.478939349
100422,2.478939349
100423,2.478939349
100424,2.478939349
100425,2.478939349
100426,2.478939349
100427,2.478939349
100428,2.478939349
100429,2.478939349
100430,2.478939349
100431,2.478939349
100432,2.478939349
100433,2.478939349
100434,2.478939349
100435,2.478939349
100436,2.478939349
100437,2.478939349
100438,2.478939349
100439,2.478939349
100440,2.478939349
100441,2.478939349
100442,2.478939349
100443,2.478939349
100444,2.478939349
100445,2.478939349
100446,2.478939349
100447,2.478939349
100448,2.478939349
100449,2.478939349
100450,2.478939349
100451,2.478939349
100452,2.478939349
100453,2.478939349
100454,2.478939349
100455,2.478939349
100456,2.478939349
100457,2.478939349
100458,2.478939349
100459,2.478939349
100460,2.478939349
100461,2.478939349
100462,2.478939349
